,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,predict,evaluation_datetime,fuel,gear,ac,gps,color
1752,Audi,Sharan,  2009_year ,9/24/2009,,87,2,3584,2142,1596,86996,65,,6/22/2018 9:32,Benzin,Manual,Auto,,red
1753,BMW,CR-V,  2007_year ,12/20/2007,,108,2,3599,2356,1485,91362,79,,5/7/2018 14:02,Benzin,Manual,Auto,,purple
1754,Ford,6,  2010_year ,6/7/2011,,110,2,3791,2141,1480,95922,80,,4/21/2018 10:03,Benzin,Manual,Manual,,silver
1755,Skoda,MINI,  2006_year ,10/13/2006,,157,2,3566,2308,1615,117212,116,,6/12/2018 11:54,Benzin,Manual,Auto,,black
1756,Renault,Golf VII,  2009_year ,5/8/2009,,92,2,3558,2172,1500,76843,68,,5/5/2018 12:07,Benzin,Manual,Manual,,orange
1757,Opel,ix35,  2013_year ,10/30/2013,,67,2,3532,2066,1470,40312,49,,6/29/2018 16:40,Benzin,Manual,Manual,,white
1758,Kia,Fiesta,  2004_year ,2/5/2004,,104,1,3653,2110,1684,286936,77,,5/20/2018 15:32,Diesel,Manual,Manual,,red
1759,BMW,CR-V,  2008_year ,4/28/2008,,126,1,3490,2170,1513,257952,93,,5/31/2018 15:18,Diesel,Manual,Auto,,red
1760,Land Rover,Clio,  2008_year ,4/1/2008,,211,2,3711,2250,1372,225733,156,,4/6/2018 18:54,Diesel,Auto_or_Hybrid,Auto,Big,brown
1761,BMW,Q5,  2012_year ,8/24/2012,,109,2,3778,2159,1504,91809,80,,7/2/2018 13:13,Benzin,Manual,Auto,Big,brown
1762,Hyundai,Meriva,  2012_year ,4/10/2012,,81,2,3761,2244,1520,102659,59,,7/30/2018 15:29,Diesel,Manual,Manual,,brown
1763,Hyundai,Meriva,  2007_year ,9/13/2007,,80,2,3651,2119,1530,133937,58,,7/17/2018 11:23,Benzin,Manual,Manual,,red
1764,Fiat,C5,  2004_year ,4/6/2005,,164,1,3725,2202,1496,241841,121,,4/6/2018 10:02,Benzin,Auto_or_Hybrid,Auto,Big,brown
1765,Fiat,C5,  2011_year ,8/8/2011,,179,2,3786,1829,1515,109664,131,,5/4/2018 8:47,Diesel,Auto_or_Hybrid,Auto,Big,red
1766,BMW,Megane,  2015_year ,1/12/2016,,192,2,3914,2125,1452,88633,140,,7/15/2018 11:11,Diesel,Manual,Auto,Big,red
1767,Opel,Ibiza,  2009_year ,5/28/2009,,102,1,3567,2403,1491,185855,75,,9/6/2018 10:53,Benzin,Manual,Manual,,white
1768,Mazda,C4,  2011_year ,7/8/2011,,115,2,3566,2119,1695,76746,84,,8/3/2018 9:38,,Manual,Manual,,beige
1769,Seat,Swift,  2011_year ,8/1/2011,,179,2,3762,1874,1484,69418,131,,5/26/2018 14:13,Diesel,Manual,Auto,,red
1770,BMW,Insignia,  2000_year ,11/9/2001,,117,2,3503,2088,1498,218293,86,,4/10/2018 14:54,Benzin,Manual,Auto,,red
1771,BMW,Megane,  2014_year ,8/22/2014,,110,2,3858,2137,1481,73101,81,,5/7/2018 11:41,Diesel,Manual,Auto,Big,purple
1772,BMW,Insignia,  2008_year ,11/19/2008,,168,2,3717,2232,1517,172365,123,,5/25/2018 13:02,Diesel,Manual,Auto,,red
1773,BMW,Insignia,  2008_year ,10/16/2008,,131,2,3651,2285,1517,161864,97,,6/14/2018 15:39,Benzin,Auto_or_Hybrid,Auto,,red
1774,BMW,Insignia,  2001_year ,10/25/2001,,116,2,3632,2135,1498,268542,85,,8/3/2018 14:37,Diesel,Manual,Auto,,red
1775,Dacia,Kuga,  2004_year ,3/31/2004,,103,2,3514,2352,1413,227349,76,,5/12/2018 13:46,Benzin,Manual,Manual,,silver
1776,Toyota,S 60,  2013_year ,6/7/2013,,182,2,3838,2113,1446,45450,134,,6/9/2018 11:58,Benzin,Auto_or_Hybrid,Auto,Big,black
1777,Land Rover,Civic,  2004_year ,6/18/2004,,114,2,3626,2132,1452,166841,84,,5/5/2018 14:35,Benzin,Auto_or_Hybrid,Auto,Small,brown
1778,Land Rover,Clio,  2014_year ,2/7/2014,1,219,2,4004,1916,1372,51543,161,,11/11/2018 12:04,Benzin,Auto_or_Hybrid,Auto,Big,brown
1779,Land Rover,Clio,  2010_year ,5/3/2010,1,232,2,3855,1844,1391,68747,171,,5/9/2018 12:07,Benzin,Auto_or_Hybrid,Auto,Big,brown
1780,Mercedes-Benz,Caddy,  2004_year ,2/21/2003,,66,2,3542,2214,1549,118100,50,,5/8/2018 11:26,Benzin,Auto_or_Hybrid,Manual,,purple
1781,Audi,Passat,  2002_year ,3/29/2002,,53,1,3708,2419,1437,201919,39,,5/4/2018 14:44,Benzin,Manual,,,yellow
1782,Ford,6,  2011_year ,4/19/2011,,79,1,3700,2171,1480,168303,58,,6/17/2018 12:01,Diesel,Manual,Manual,,white
1783,Dacia,307,  2008_year ,8/12/2008,,79,2,3501,2335,1498,133089,59,,8/27/2018 14:25,Benzin,Manual,Manual,,red
1784,Audi,Avensis,  2009_year ,3/3/2009,,195,2,3847,2186,1548,136359,144,,9/11/2018 17:55,Diesel,Manual,Auto,Big,red
1785,Seat,Yaris,  2008_year ,5/12/2008,,111,2,3743,2048,1457,174064,82,,9/9/2018 16:44,Benzin,Manual,Auto,,brown
1786,Audi,Passat,  2005_year ,3/30/2006,,64,2,3612,2271,1429,106455,47,,7/1/2018 13:33,Benzin,Manual,Manual,,silver
1787,BMW,V 50,  2008_year ,2/28/2010,1,246,2,3841,2147,1726,273176,181,,9/2/2018 17:29,Benzin,Auto_or_Hybrid,Auto,,purple
1788,BMW,Insignia,  2013_year ,3/20/2013,,145,2,3818,2029,1516,123983,107,,5/19/2018 11:55,Diesel,Manual,Auto,,white
1789,Dacia,Kuga,  2013_year ,7/29/2013,,100,2,3682,1947,1450,47725,74,,5/11/2018 13:48,Diesel,Manual,Auto,,gray
1790,Dacia,307,  2004_year ,1/26/2004,,82,2,3561,2207,1451,169223,60,,8/6/2018 11:09,Benzin,Manual,Manual,,red
1791,BMW,206,  2005_year ,9/16/2005,,51,2,3604,2036,1467,160066,37,,6/24/2018 17:12,Benzin,Manual,Manual,,brown
1792,Fiat,C-Klasse,  2001_year ,3/30/2001,,135,2,3585,2056,1460,203622,99,,5/16/2018 19:42,Benzin,Manual,Auto,,red
1793,Fiat,Corsa,  2011_year ,12/19/2011,1,238,2,4304,1836,1796,90424,175,,8/19/2018 13:31,Diesel,Auto_or_Hybrid,Auto,Big,red
1794,Land Rover,A5,  2015_year ,3/13/2017,,160,2,4267,1879,1436,18805,117,,6/23/2018 9:21,Diesel,Manual,Auto,Big,brown
1795,Fiat,C-Klasse,  2009_year ,6/15/2009,,250,2,4010,2247,1447,206505,183,,6/26/2018 12:26,Diesel,Auto_or_Hybrid,Auto,Big,white
1796,Citroen,500,  2008_year ,11/19/2008,,151,2,3849,2098,1418,180209,111,,4/9/2018 9:58,Benzin,Manual,Auto,,red
1797,BMW,Insignia,  2003_year ,7/28/2003,,111,2,3687,2345,1498,242290,82,,6/5/2018 10:25,Diesel,Manual,Auto,,purple
1798,Audi,Avensis,  2008_year ,3/3/2008,,144,2,3837,2186,1500,109048,106,,7/5/2018 10:50,Diesel,Manual,Auto,Big,brown
1799,Land Rover,Civic,  2007_year ,1/16/2008,,160,2,3489,2286,1463,265601,117,,4/24/2018 9:38,Diesel,Auto_or_Hybrid,Auto,Big,silver
1800,Dacia,Kuga,  2009_year ,11/27/2008,,157,2,3586,2069,1468,169480,115,,7/21/2018 12:58,Benzin,Manual,Auto,Big,brown
1801,Kia,A4,  2012_year ,5/9/2012,,126,2,3803,2284,1510,44636,93,,6/27/2018 12:09,Benzin,Manual,Auto,,white
1802,Dacia,Kuga,  2010_year ,5/4/2010,,129,2,3850,2158,1468,111740,95,,9/25/2018 16:31,Benzin,Manual,Auto,,brown
1803,Citroen,500,  2001_year ,12/20/2001,,154,3,3580,2378,1415,186626,113,,9/19/2018 11:05,Benzin,Manual,Auto,,purple
1804,Audi,Passat,  2007_year ,10/1/2007,,62,1,3677,2165,1429,106550,45,,5/12/2018 16:36,Benzin,Manual,Manual,,brown
1805,Suzuki,Q7,  2009_year ,4/17/2009,,110,2,3492,2027,1495,233544,80,,6/2/2018 11:30,Diesel,Manual,Auto,,brown
1806,Audi,1er,  2003_year ,6/27/2003,,109,2,3470,2322,1481,100527,81,,7/14/2018 8:59,Benzin,Manual,Manual,,purple
1807,Citroen,500,  2010_year ,6/29/2010,,162,2,3849,1913,1421,140896,119,,10/16/2018 11:50,Diesel,Manual,Auto,,white
1808,BMW,206,  2005_year ,5/15/2006,,75,2,3460,2219,1467,113869,55,,5/16/2018 11:40,Benzin,Manual,Manual,,silver
1809,Fiat,Octavia,  1999_year ,10/28/1999,,142,2,3501,2108,1575,158405,104,,6/6/2018 10:25,Benzin,Auto_or_Hybrid,Manual,Big,purple
1810,Kia,Golf V,  2009_year ,11/13/2009,,141,1,3641,2196,1520,104363,104,,6/7/2018 17:22,Benzin,Manual,Auto,Big,brown
1811,Land Rover,C-Max,  2003_year ,9/1/2003,,145,2,3562,2419,1421,141563,107,,7/20/2018 15:12,Benzin,Manual,Auto,,red
1812,Kia,Fiesta,  2012_year ,9/13/2012,,127,2,3842,2106,1635,77716,94,,6/26/2018 11:14,Benzin,Manual,Auto,,brown
1813,Citroen,M-Klasse,  2005_year ,3/25/2005,,122,2,3579,2341,1430,160511,90,,6/22/2018 11:53,Diesel,Manual,Auto,,red
1814,Land Rover,Civic,  2012_year ,4/10/2012,,176,2,3929,2046,1461,150807,129,,4/25/2018 12:43,Diesel,Auto_or_Hybrid,Auto,,silver
1815,Hyundai,X3,  2004_year ,11/9/2004,1,115,1,3478,2202,1680,160188,85,,6/17/2018 9:31,Diesel,Manual,Auto,,brown
1816,Dacia,Kuga,  2006_year ,8/1/2006,,155,2,3720,2401,1455,275815,114,,7/23/2018 14:10,Diesel,Manual,Auto,,red
1817,Audi,Avensis,  2010_year ,4/8/2010,,179,2,3613,2351,1548,241540,132,,9/8/2018 11:31,Diesel,Manual,Auto,,red
1818,BMW,5,  2013_year ,6/17/2013,,136,2,3939,2174,1674,90851,100,,6/19/2018 12:32,Benzin,Manual,Auto,,silver
1819,Opel,ix35,  2010_year ,6/30/2010,,71,2,3713,2109,1470,43096,52,,6/12/2018 10:26,Benzin,Manual,Manual,,white
1820,Seat,X5,  2011_year ,12/16/2011,1,214,2,3901,2005,1713,103634,158,,6/12/2018 9:42,Diesel,Auto_or_Hybrid,Auto,Big,red
1821,Citroen,M-Klasse,  2015_year ,7/30/2015,,230,2,4405,1778,1440,47680,169,,4/21/2018 14:20,Diesel,Auto_or_Hybrid,Auto,Big,white
1822,Audi,1er,  2006_year ,10/2/2006,,124,2,3624,2203,1497,193395,92,,6/21/2018 14:51,Diesel,Manual,Auto,,purple
1823,Dacia,307,  2003_year ,10/17/2003,,82,2,3531,2238,1451,183745,60,,5/15/2018 9:41,Diesel,Manual,,,silver
1824,Fiat,C5,  2000_year ,5/12/2000,,142,2,3451,2388,1440,198760,105,,5/1/2018 9:32,Diesel,Manual,Manual,,brown
1825,BMW,206,  2015_year ,7/21/2015,,86,2,3975,2263,1462,65505,63,,6/22/2018 12:10,Benzin,Manual,Auto,,white
1826,Audi,Sharan,  2013_year ,7/3/2013,,88,2,3913,2056,1626,23914,65,,8/19/2018 15:47,Benzin,Manual,Auto,,gray
1827,Citroen,207,  2008_year ,6/3/2008,,182,2,3572,1960,1491,214626,134,,7/30/2018 9:28,Diesel,Auto_or_Hybrid,Auto,Big,red
1828,Porsche,Golf Plus,  2010_year ,9/24/2010,,79,2,3654,2304,1488,23501,58,,5/21/2018 14:24,Benzin,Manual,Auto,,purple
1829,Renault,Golf VII,  2008_year ,1/7/2008,,87,2,3761,2046,1500,52718,64,,6/19/2018 13:21,Benzin,Auto_or_Hybrid,Manual,,brown
1830,Honda,911,  2007_year ,5/19/2007,,79,2,3662,2277,1472,62818,59,,8/11/2018 15:57,Benzin,Manual,Manual,,red
1831,Citroen,500,  2002_year ,4/19/2002,,168,2,3750,1978,1409,169734,124,,9/24/2018 13:47,Benzin,Auto_or_Hybrid,Auto,Big,red
1832,Dacia,Yeti,  2014_year ,11/13/2014,1,132,2,3926,1981,1691,59292,97,,5/28/2018 12:00,Diesel,Auto_or_Hybrid,Auto,Big,red
1833,Kia,Fiesta,  2007_year ,10/26/2007,,120,2,3689,2426,1645,218044,89,,6/9/2018 15:11,Benzin,Manual,Auto,Big,purple
1834,BMW,Touareg,  2003_year ,7/21/2003,,166,2,3673,1977,0,250602,121,,7/12/2018 17:09,Diesel,Manual,Auto,Big,brown
1835,BMW,3er,  2001_year ,7/9/2001,,152,2,3485,2190,1444,285420,111,,5/10/2018 14:21,Diesel,Manual,Auto,,brown
1836,Land Rover,C-Max,  2014_year ,5/28/2014,,152,1,4130,1883,1409,69317,112,,8/19/2018 15:30,Diesel,Auto_or_Hybrid,Auto,,white
1837,Land Rover,XC 60,  2010_year ,11/12/2010,1,230,2,4446,2033,1737,63174,168,,8/19/2018 9:17,Diesel,Auto_or_Hybrid,Auto,,white
1838,Audi,Passat,  2015_year ,4/27/2015,,98,2,3710,2267,1495,67234,73,,6/4/2018 12:58,Benzin,Auto_or_Hybrid,Auto,,black
1839,Suzuki,Touran,  2008_year ,9/26/2008,,160,2,3656,2061,1665,84505,117,,6/3/2018 9:58,Benzin,Auto_or_Hybrid,Auto,,silver
1840,Citroen,M-Klasse,  2004_year ,2/3/2003,,118,1,3646,2041,1430,177858,87,,6/1/2018 11:24,Diesel,Manual,Auto,,red
1841,BMW,Touareg,  2007_year ,4/23/2007,,162,2,4061,2024,1990,282179,119,,9/19/2018 11:49,Diesel,Manual,Auto,Big,red
1842,Citroen,B-Klasse,  2007_year ,7/31/2007,1,217,2,3941,2027,1766,189346,160,,6/21/2018 18:08,Diesel,Auto_or_Hybrid,Auto,Big,red
1843,Land Rover,C-Max,  2007_year ,11/8/2007,,123,2,3814,2222,1423,79696,91,,5/26/2018 19:51,Benzin,Manual,Auto,,purple
1844,Land Rover,Civic,  2007_year ,6/11/2007,1,250,2,3524,1963,1463,224898,184,,7/13/2018 13:16,Diesel,Auto_or_Hybrid,Auto,Big,brown
1845,Opel,Ibiza,  2011_year ,11/25/2011,,96,2,3846,2019,1471,173782,71,,5/5/2018 10:54,Diesel,Manual,Manual,,brown
1846,Kia,A6,  2007_year ,2/1/2007,,159,2,3669,2314,1500,232690,117,,5/21/2018 11:02,Diesel,Manual,Auto,,silver
1847,Citroen,500,  2004_year ,1/19/2005,,122,2,3741,2084,1369,122941,90,,7/5/2018 16:28,Benzin,Manual,Auto,,brown
1848,Opel,Ibiza,  2016_year ,12/6/2016,,112,2,3922,2214,1471,16252,83,,5/28/2018 15:37,Benzin,Manual,Manual,,white
1849,Renault,Golf VII,  2008_year ,6/11/2008,,100,2,3720,2026,1500,198526,,,5/9/2018 19:31,Benzin,Manual,Manual,,purple
1850,Land Rover,A5,  2008_year ,12/12/2008,,136,1,3563,2031,1427,325750,100,,5/23/2018 17:37,Diesel,Manual,Auto,Big,silver
1851,Citroen,M-Klasse,  2006_year ,4/24/2006,,124,1,3544,2440,1430,233754,92,,5/17/2018 12:34,Diesel,Manual,Manual,,brown
1852,Renault,Golf VII,  2008_year ,6/19/2008,,84,1,3754,2177,1500,106512,62,,8/13/2018 12:33,Benzin,Manual,Manual,,purple
1853,BMW,Insignia,  2003_year ,9/18/2003,,139,2,3480,2316,1498,145729,103,,7/19/2018 14:57,Benzin,Manual,Auto,,silver
1854,BMW,3er,  2003_year ,7/17/2003,,65,2,3410,2100,1439,173915,48,,5/9/2018 17:11,Benzin,Manual,Manual,,purple
1855,Land Rover,C-Max,  2010_year ,2/1/2011,,155,2,3890,2158,1423,104068,114,,6/22/2018 11:33,Diesel,Manual,Manual,Big,red
1856,Kia,Fiesta,  2010_year ,6/8/2010,,127,2,3851,2240,1635,118956,94,,6/21/2018 15:34,Benzin,Manual,Manual,,white
1857,Citroen,M-Klasse,  2011_year ,12/21/2011,,150,1,3652,2034,1421,104536,111,,6/18/2018 20:02,Benzin,Manual,Auto,,red
1858,Kia,A6,  2002_year ,11/6/2002,,117,2,3713,2373,1460,81879,86,,9/24/2018 17:03,Benzin,Manual,Auto,Big,silver
1859,Porsche,X1,  2009_year ,11/27/2009,,82,2,3693,2247,1490,166067,61,,8/12/2018 17:02,Benzin,Manual,Manual,,brown
1860,Dacia,Kuga,  2009_year ,3/19/2009,,115,2,3698,2115,1462,148806,85,,6/22/2018 14:20,Benzin,Manual,Manual,,black
1861,Land Rover,Clio,  2008_year ,8/25/2008,,191,2,3936,2119,1372,82707,140,,8/1/2018 12:55,Benzin,Manual,Auto,,black
1862,Seat,Yaris,  2011_year ,6/13/2011,,102,2,3696,2176,1457,126870,75,,8/18/2018 9:40,Diesel,Manual,Auto,,red
1863,Fiat,C-Klasse,  2001_year ,3/28/2001,,117,1,3441,2099,1401,246333,86,,5/22/2018 15:57,Benzin,Manual,,,silver
1864,Fiat,C-Klasse,  2011_year ,9/13/2011,,155,2,3856,1986,1447,137115,115,,5/24/2018 15:27,Benzin,Auto_or_Hybrid,Auto,Big,red
1865,Citroen,B-Klasse,  2001_year ,10/26/2001,1,249,2,3656,2116,1707,188840,184,,6/18/2018 17:18,Benzin,Auto_or_Hybrid,Auto,Big,red
1866,Citroen,207,  2005_year ,7/21/2005,,234,2,3713,2114,1491,164402,173,,7/5/2018 15:00,Benzin,Auto_or_Hybrid,Auto,Big,brown
1867,Land Rover,C-Max,  2011_year ,7/18/2011,,142,2,3909,2215,1423,93734,104,,4/3/2018 10:21,Benzin,Manual,Manual,Big,brown
1868,Hyundai,Meriva,  2003_year ,10/14/2003,,99,2,3675,2228,1500,155262,73,,7/17/2018 11:37,Benzin,Manual,Auto,,silver
1869,Kia,Fiesta,  2007_year ,3/29/2007,,144,2,3762,2328,1635,89106,106,,9/15/2018 14:59,Benzin,Auto_or_Hybrid,Auto,Big,brown
1870,Seat,Leon,  2007_year ,6/1/2007,1,208,2,3817,2062,1743,168673,153,,8/8/2018 16:08,Diesel,Manual,Auto,,purple
1871,BMW,CR-V,  2004_year ,4/23/2004,,103,2,3490,2180,1485,155262,76,,5/9/2018 15:33,Benzin,Manual,Manual,,brown
1872,Kia,Fiesta,  2008_year ,7/31/2008,,130,2,3512,2295,1645,100164,96,,4/8/2018 15:50,Benzin,Manual,Manual,,silver
1873,Seat,Grande Punto,  2008_year ,9/10/2008,,212,2,3822,2187,1547,256934,156,,8/28/2018 15:32,Benzin,Auto_or_Hybrid,Auto,,red
1874,Citroen,M-Klasse,  2013_year ,7/4/2013,,194,2,3747,2059,1421,61626,141,,5/10/2018 15:06,Diesel,Manual,Auto,Big,black
1875,Citroen,500,  2002_year ,8/1/2002,,164,3,3563,1989,1372,146361,120,,4/17/2018 9:25,Benzin,Manual,Manual,,red
1876,BMW,i30,  2009_year ,3/4/2009,,98,1,3690,2161,1841,251375,72,,7/4/2018 9:03,Diesel,Manual,,Mobile,white
1877,Audi,Passat,  2001_year ,1/29/2002,,53,2,3511,2150,1334,158859,39,,6/11/2018 19:09,Benzin,Manual,,,purple
1878,Mercedes-Benz,Caddy,  2011_year ,11/11/2011,,61,2,3836,2375,1565,23162,45,,6/27/2018 12:36,Benzin,Auto_or_Hybrid,Auto,Big,red
1879,Land Rover,A5,  2006_year ,11/2/2006,,124,2,3577,2103,1427,253772,91,,7/22/2018 14:21,Diesel,Manual,Auto,,silver
1880,Audi,1er,  2000_year ,6/9/2000,,98,1,3374,2423,1532,240268,72,,5/18/2018 9:08,Benzin,Manual,Manual,,purple
1881,Land Rover,A5,??,6/12/2012,1,282,2,3935,2058,1436,158502,207,,4/26/2018 12:03,Diesel,Auto_or_Hybrid,Auto,Big,white
1882,Citroen,M-Klasse,  2012_year ,8/7/2012,,185,1,3819,2040,1421,96147,136,,7/21/2018 14:34,Benzin,Manual,Manual,,red
1883,Dacia,T5,  2009_year ,5/19/2009,,185,2,3633,2189,1462,314785,136,,6/8/2018 16:21,Diesel,Auto_or_Hybrid,Auto,Big,brown
1884,Kia,Evoque,  2008_year ,8/5/2008,,90,2,3606,2373,1488,96985,66,,6/3/2018 9:56,Benzin,Manual,Manual,,red
1885,BMW,Insignia,  2009_year ,5/26/2009,,134,2,3821,2334,1517,157573,99,,6/25/2018 11:42,Diesel,Manual,Auto,Big,purple
1886,Fiat,C-Klasse,  2008_year ,1/2/2009,,139,2,3930,1971,1459,114317,103,,5/17/2018 17:16,Benzin,Auto_or_Hybrid,Auto,,silver
1887,Land Rover,V 70,  2011_year ,9/2/2011,1,159,1,3878,1946,1653,130839,117,,9/1/2018 9:16,Diesel,Auto_or_Hybrid,Auto,Big,red
1888,BMW,Insignia,  2007_year ,2/1/2007,,164,2,3634,2116,1517,196277,120,,8/16/2018 16:56,Diesel,Auto_or_Hybrid,Auto,Mobile,gray
1889,Kia,E-Klasse,  2009_year ,7/13/2009,,113,2,3623,2011,1624,124324,83,,9/21/2018 12:18,Benzin,Manual,,,purple
1890,BMW,Twingo,  2011_year ,7/21/2011,1,172,2,3946,2155,1703,360456,126,,10/1/2018 9:41,Diesel,Manual,Auto,Big,red
1891,Dacia,Kuga,  2000_year ,3/6/2003,,59,1,3773,2379,1413,92815,44,,6/5/2018 12:57,Diesel,Manual,Manual,,brown
1892,Land Rover,Clio,  2008_year ,5/28/2008,1,205,3,3635,2087,1372,295359,151,,4/21/2018 11:29,Diesel,Manual,Auto,Big,brown
1893,Citroen,500,  2008_year ,1/2/2009,,126,2,3804,2249,1421,192834,92,,9/8/2018 13:32,Benzin,Manual,Auto,Big,red
1894,Land Rover,Civic,  2008_year ,1/28/2008,,131,2,3613,2238,1463,339076,97,,4/9/2018 10:43,Diesel,Manual,Auto,,brown
1895,Land Rover,Civic,  2012_year ,6/14/2012,,200,2,3741,1978,1461,131470,147,,7/17/2018 9:57,Diesel,Auto_or_Hybrid,Auto,,white
1896,Kia,Fiesta,  2007_year ,10/31/2007,,146,2,3442,2047,1645,193724,107,,4/30/2018 9:31,Benzin,Manual,Auto,Big,brown
1897,Porsche,Golf Plus,  2011_year ,9/14/2011,,93,2,3711,2233,1488,45573,69,,5/26/2018 14:43,Benzin,Manual,Manual,,white
1898,Kia,E-Klasse,  2008_year ,7/17/2008,,89,2,3598,2373,1624,108144,65,,6/4/2018 10:23,Benzin,Manual,Manual,,purple
1899,Land Rover,Civic,  2009_year ,1/22/2009,,182,2,3538,2229,1463,242870,134,,7/23/2018 15:39,Diesel,Auto_or_Hybrid,Auto,Big,red
1900,Kia,E-Klasse,  2013_year ,9/25/2013,,106,2,3781,1944,1615,91196,78,,7/25/2018 17:34,Benzin,Manual,Auto,,red
1901,Honda,A3,  2011_year ,11/8/2011,,76,1,3516,2098,1444,131496,56,,9/1/2018 15:23,Diesel,Manual,Manual,,white
1902,Mercedes-Benz,Caddy,  2001_year ,11/22/2001,,60,1,3592,2043,1549,57797,43,,5/11/2018 10:28,Benzin,Auto_or_Hybrid,Manual,,red
1903,Citroen,Qashqai,  2011_year ,12/20/2011,1,282,2,4135,1919,1661,97558,207,,4/19/2018 14:49,Diesel,Auto_or_Hybrid,Auto,Big,white
1904,Fiat,C5,??,10/6/2010,,206,2,3800,2135,1393,162133,151,,9/5/2018 16:38,Benzin,Auto_or_Hybrid,Auto,Big,brown
1905,Nissan,Duster,  2008_year ,8/21/2008,,139,2,3652,1997,1460,102184,103,,10/2/2018 10:45,Benzin,Manual,Auto,,brown
1906,Citroen,M-Klasse,  2007_year ,12/7/2007,,148,2,3524,2354,1421,187613,109,,8/19/2018 15:20,Diesel,Auto_or_Hybrid,Auto,,red
1907,Toyota,Vectra,  2013_year ,8/1/2013,,119,2,3716,2180,1428,82780,87,,4/30/2018 20:08,Benzin,Manual,Auto,Big,black
1908,Hyundai,A-Klasse,  2004_year ,9/23/2004,,118,2,3482,2308,1480,273059,87,,4/28/2018 14:36,Diesel,Manual,Auto,,purple
1909,Fiat,5er,  2012_year ,2/7/2012,,111,2,3800,2301,1557,104794,81,,7/11/2018 13:28,Diesel,Manual,Manual,Big,red
1910,Toyota,S 60,  2009_year ,11/13/2009,,108,2,3551,1990,1458,79840,80,,4/19/2018 9:48,Benzin,Manual,Auto,,white
1911,Kia,E-Klasse,  2012_year ,2/16/2012,,104,1,3832,2289,1615,52058,76,,5/22/2018 12:44,Benzin,Manual,Manual,Big,purple
1912,Land Rover,Civic,  2013_year ,8/26/2013,,160,2,4164,1819,1455,149963,118,,8/5/2018 14:12,Diesel,Auto_or_Hybrid,Auto,Big,brown
1913,Skoda,fortwo,  2006_year ,3/30/2006,,126,2,3452,2175,1480,162714,93,,4/14/2018 17:05,Benzin,Manual,Auto,,brown
1914,Fiat,C5,  1999_year ,12/20/1999,,153,1,3540,2406,1504,361162,113,,5/7/2018 10:53,Diesel,Manual,Manual,,purple
1915,Fiat,C-Klasse,  2006_year ,10/23/2006,,153,2,3547,2329,1466,104893,112,,7/23/2018 16:32,Benzin,Manual,Auto,,red
1916,Dacia,Kuga,  2001_year ,11/6/2001,,98,1,3589,2249,1413,360301,72,,6/7/2018 14:59,Diesel,Manual,Auto,,brown
1917,Dacia,Kuga,  2012_year ,2/1/2013,,154,2,3641,2181,1468,196697,113,,5/13/2018 14:21,Diesel,Manual,Auto,,red
1918,Dacia,Yeti,  2010_year ,1/21/2011,1,143,1,3859,2160,1691,104721,106,,5/5/2018 9:20,Benzin,Manual,Auto,,purple
1919,Citroen,207,  2011_year ,5/18/2011,,174,2,3850,2215,1462,153665,127,,5/6/2018 10:36,Diesel,Manual,Auto,Big,purple
1920,Citroen,B-Klasse,  2008_year ,12/22/2008,1,264,2,4091,1880,1776,202610,194,,6/3/2018 9:24,Diesel,Auto_or_Hybrid,Auto,Big,brown
1921,Kia,Golf V,  2012_year ,6/7/2012,,125,2,3773,2258,1520,81153,92,,5/14/2018 15:54,Diesel,Manual,Auto,Big,purple
1922,Citroen,500,  2003_year ,8/29/2003,,107,2,3609,2222,1409,202838,79,,5/7/2018 12:23,Benzin,Manual,Auto,,purple
1923,Dacia,T5,  2013_year ,10/23/2013,,140,2,3855,2030,1510,44268,103,,7/13/2018 11:19,Diesel,Auto_or_Hybrid,Auto,Big,purple
1924,Nissan,Duster,  2014_year ,12/3/2014,,117,2,4002,2053,1480,37783,86,,6/13/2018 17:41,Diesel,Manual,Auto,Big,brown
1925,Mercedes-Benz,Caddy,  2007_year ,9/18/2007,,52,2,3723,2208,1542,108505,38,,11/9/2018 10:58,Diesel,Auto_or_Hybrid,Auto,,silver
1926,BMW,Insignia,  2007_year ,3/1/2007,,91,2,3565,2386,1517,170807,67,,6/4/2018 13:33,Diesel,Manual,Auto,Mobile,brown
1927,BMW,Q5,  2012_year ,7/17/2012,,109,2,3878,2150,1504,108216,80,,4/17/2018 11:31,Benzin,Manual,Auto,,brown
1928,Nissan,Superb,  2007_year ,6/19/2007,1,121,2,3651,2369,1675,231904,89,,5/16/2018 15:59,Diesel,Manual,Auto,,red
1929,Land Rover,Civic,  2005_year ,4/11/2005,1,184,2,3722,2073,1463,307888,135,,8/3/2018 17:22,Benzin,Manual,Auto,,silver
1930,BMW,Q5,  2009_year ,1/27/2009,,95,2,3781,2277,1480,185928,70,,6/1/2018 13:12,Diesel,Manual,Manual,,silver
1931,BMW,Q5,  2011_year ,9/5/2011,,116,1,3557,2310,1504,177914,85,,7/10/2018 15:29,Diesel,Manual,Auto,,red
1932,Land Rover,Clio,  2009_year ,11/30/2009,1,241,2,3900,2163,1391,288279,177,,9/8/2018 13:07,Diesel,Auto_or_Hybrid,Auto,Big,red
